study_id,title,patient_selection_judgment,patient_selection_support,index_test_judgment,index_test_support,reference_standard_judgment,reference_standard_support,flow_timing_judgment,flow_timing_support,analysis_data_handling_judgment,analysis_data_handling_support,applicability_patients,applicability_index_test,applicability_reference_standard,overall_bias,overall_applicability,reviewer,assessment_date,notes
ST211,An objective structural and functional reference standard in glaucoma,High,Retrospective clinical study using 2118 fundus 585 eyes; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,Low,"Independent validation or geographically separate test data were reported, which reduces analysis-related optimism.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST212,Offline computer-aided diagnosis for Glaucoma detection using fundus images,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST213,An OGFA plus CNN Approach for Multi-Level Disease Identification in Fundus Images,High,"Retrospective evaluation on Fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST214,Ophthalmic Disease Detection via Deep Learning With a Novel Mixture Loss Function,High,"Retrospective evaluation on Public fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Public fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST215,Optic Nerve Atrophy Conditions Associated With 3D Unsegmented Optical Coherence Tomography,High,Retrospective multi-center study using 3D OCT volumes; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST216,Optical Coherence Tomography Can Be Used to Assess Glaucomatous Optic Nerve Damage,High,Retrospective clinical study using Clinical OCT; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST217,Optimizing deep learning models for glaucoma screening with vision transformers,High,"Retrospective evaluation on Thai clinical within a clinical design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to fundus photographs and/or OCT images. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST218,Performance of a Deep Learning System and Performance of Optometrists for Detection of GON,Low,"Prospective primary care cohort using GP clinics Australia. Population is closer to intended clinical or screening use, although abstract-level reporting of consecutive sampling is limited.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on glaucoma specialist, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Participants underwent both AI assessment and manual or clinical evaluation within the reported study workflow.,Low,"Independent validation or geographically separate test data were reported, which reduces analysis-related optimism.",Low,Low,Low,Low,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST219,Performance of Deep Learning Architectures and Transfer Learning for Detecting Glaucomatous Optic Neuropathy,High,Retrospective clinical study using Clinical fundus; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST220,PK-Net: A prior knowledge-driven dual-path network for enhanced glaucoma screening,High,"Retrospective evaluation on PAPILA + cross-dataset within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from PAPILA + cross-dataset rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST221,Practical Applications of Artificial Intelligence Diagnostic Systems in Fundus Disease Screening,Low,"Prospective screening cohort using Clinical screening. Population is closer to intended clinical or screening use, although abstract-level reporting of consecutive sampling is limited.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Participants underwent both AI assessment and manual or clinical evaluation within the reported study workflow.,Low,Performance was evaluated within a reported clinical or screening workflow rather than only through internal benchmark splits.,Low,Low,Low,Low,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST222,Prediction of different eye diseases based on fundus photography via deep transfer learning,High,"Retrospective evaluation on Fundus datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from Fundus datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST224,Primary Open-Angle Glaucoma Diagnosis From Optic Disc Photographs Using a Siamese Network,High,Retrospective multi-center study using OHTS + SIG; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST225,Racial Differences in Detection of Glaucoma Using Retinal Nerve Fiber Layer,High,Retrospective clinical study using 382 eyes 255 patients; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST226,Weighted loss for imbalanced glaucoma detection,High,"Retrospective evaluation on 19 public datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,High,Reference standard relied on dataset label from 19 public datasets rather than a participant-level clinical glaucoma workup using structure and function.,Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,High,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST227,REFUGE Challenge: A unified framework for evaluating automated methods for glaucoma,High,"Retrospective evaluation on REFUGE 1200 images within a challenge design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on expert adjudication, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Curated retrospective datasets provided paired images and reference labels for analysis; no separate timing concern was reported.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST228,Towards multi-center glaucoma OCT image screening with semi-supervised joint structure and function multi-task learning,High,Retrospective multi-center study using HK + Stanford OCT; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to OCT images/scans. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,Low,Low,Low,High,Low,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST229,Widen the Applicability of a CNN-Assisted Glaucoma Screening,High,"Retrospective evaluation on Core + external datasets within a multi-dataset design, using preselected benchmark datasets rather than consecutively recruited clinical patients.",Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,"Model development and testing relied mainly on retrospective benchmark datasets with experimental internal or cross-dataset evaluation, limiting confidence in real-world generalizability.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST230,Using deep learning models to detect ophthalmic diseases,High,Retrospective clinical study using Clinical fundus; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,Low,"Independent validation or geographically separate test data were reported, which reduces analysis-related optimism.",High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST231,A vision transformer model for the detection of glaucoma from optic disc photographs,High,Retrospective clinical study using Clinical fundus; the paper describes selected normal-versus-glaucoma groups or internal train/test splits rather than a consecutive clinical series.,Low,Automated AI model applied to color fundus photographs. The index test was algorithmic rather than manually interpreted at the point of classification.,Low,"Reference standard based on clinical diagnosis, which is closer to a clinical glaucoma diagnosis than benchmark labels alone.",Low,Analyzed eyes or images appear to have paired index-test outputs and reference labels within the retrospective dataset split used for model development and testing.,High,Model performance appears to rely on retrospective internal dataset splitting without a clearly independent external validation cohort.,High,Low,Low,High,High,AI-draft (Codex),2026-04-16,QUADAS-3 draft populated from 03_Studies metadata and matched abstract/full-text evidence on 2026-04-16.
ST232,Using Deep Learning and Transfer Learning to Accurately Diagnose Early-Onset Glaucoma from OCT,,,,,,,,,,,,,,,,,,
ST233,Two-stage framework for optic disc localization and glaucoma classification,,,,,,,,,,,,,,,,,,
ST234,Evaluating Pegasus deep learning system for glaucomatous optic neuropathy detection,,,,,,,,,,,,,,,,,,
ST235,Development of a deep residual learning algorithm to screen for glaucoma from fundus photography,,,,,,,,,,,,,,,,,,
ST236,Diagnosing Glaucoma With Spectral-Domain Optical Coherence Tomography Using Deep Learning Classifier,,,,,,,,,,,,,,,,,,
ST237,Detecting glaucoma based on spectral domain OCT imaging of peripapillary RNFL using deep learning,,,,,,,,,,,,,,,,,,
ST238,Effect of color information on the diagnostic performance of glaucoma in deep learning using few fundus images,,,,,,,,,,,,,,,,,,
ST239,Glaucoma Detection from Raw SD-OCT Volumes: A Novel Approach Focused on Spatial Dependencies,,,,,,,,,,,,,,,,,,
ST240,A combined convolutional neural network for glaucoma detection from fundus images,,,,,,,,,,,,,,,,,,
ST241,Deep learning-assisted diagnosis of glaucoma using fundus photography and OCT,,,,,,,,,,,,,,,,,,
ST242,Clinical Interpretable Deep Learning Model for Glaucoma Diagnosis,,,,,,,,,,,,,,,,,,
ST243,A 3D Deep Learning System for Detecting Referable Glaucoma Using Full OCT Macular Cube Scans,,,,,,,,,,,,,,,,,,
ST244,Robust and Interpretable Convolutional Neural Networks to Detect Glaucoma in OCT Images,,,,,,,,,,,,,,,,,,
ST245,Strategies to Improve CNN Generalizability and Reference Standards for Glaucoma Detection,,,,,,,,,,,,,,,,,,
